,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,test_r2_with_best_hyp,model_name,seed
0,0.01296528180440267,0.005700002856991798,0.002991914749145508,3.371747880871523e-07,0.2,1,50,"{'learning_rate': 0.2, 'max_depth': 1, 'n_estimators': 50}",-0.2668997013241401,-0.005174151416757811,-0.17712579795881656,-0.14973321689990482,0.10859045689004229,1,0.6802537904386152,Light GBM,0
1,0.010972023010253906,0.0008157562208123987,0.0026592413584391275,0.00047013404618951926,0.2,1,100,"{'learning_rate': 0.2, 'max_depth': 1, 'n_estimators': 100}",-0.2668997013241401,-0.005174151416757811,-0.17712761906280372,-0.14973382393456722,0.10859061002138953,16,0.6802537904386152,Light GBM,0
2,0.009308576583862305,0.005543833077902153,0.0026586055755615234,0.00046968593209944533,0.2,1,150,"{'learning_rate': 0.2, 'max_depth': 1, 'n_estimators': 150}",-0.2668997013241401,-0.005174151416757811,-0.17712761956642575,-0.1497338241024412,0.10859061006373856,21,0.6802537904386152,Light GBM,0
3,0.006317138671875,0.001881098394556623,0.0026592413584391275,0.0012443676686633564,0.2,3,50,"{'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 50}",-0.2668997013241401,-0.005174151416757811,-0.17712579795881656,-0.14973321689990482,0.10859045689004229,1,0.6802537904386152,Light GBM,0
4,0.0083160400390625,0.0033933955189525316,0.0029865900675455728,2.5923262326399626e-06,0.2,3,100,"{'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 100}",-0.2668997013241401,-0.005174151416757811,-0.17712761906280372,-0.14973382393456722,0.10859061002138953,16,0.6802537904386152,Light GBM,0
5,0.009640852610270182,0.0037609038136102307,0.0023300647735595703,0.0004750792764147975,0.2,3,150,"{'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 150}",-0.2668997013241401,-0.005174151416757811,-0.17712761956642575,-0.1497338241024412,0.10859061006373856,21,0.6802537904386152,Light GBM,0
6,0.005651315053304036,0.002351063619667008,0.0026628971099853516,0.0004651327118230102,0.2,5,50,"{'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 50}",-0.2668997013241401,-0.005174151416757811,-0.17712579795881656,-0.14973321689990482,0.10859045689004229,1,0.6802537904386152,Light GBM,0
7,0.007978121439615885,0.00355023819740422,0.003323713938395182,0.00046974149242164017,0.2,5,100,"{'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100}",-0.2668997013241401,-0.005174151416757811,-0.17712761906280372,-0.14973382393456722,0.10859061002138953,16,0.6802537904386152,Light GBM,0
8,0.009640375773111979,0.00589089728279388,0.0026601950327555337,0.00047064005999455894,0.2,5,150,"{'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 150}",-0.2668997013241401,-0.005174151416757811,-0.17712761956642575,-0.1497338241024412,0.10859061006373856,21,0.6802537904386152,Light GBM,0
9,0.005980968475341797,0.0008125451620928354,0.002659877141316732,0.0004705837736315435,0.2,7,50,"{'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 50}",-0.2668997013241401,-0.005174151416757811,-0.17712579795881656,-0.14973321689990482,0.10859045689004229,1,0.6802537904386152,Light GBM,0
10,0.006981054941813151,0.002153873059464133,0.002992868423461914,0.000814880058232179,0.2,7,100,"{'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 100}",-0.2668997013241401,-0.005174151416757811,-0.17712761906280372,-0.14973382393456722,0.10859061002138953,16,0.6802537904386152,Light GBM,0
11,0.008642911911010742,0.004485311426958465,0.002991835276285807,4.899036091938795e-07,0.2,7,150,"{'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 150}",-0.2668997013241401,-0.005174151416757811,-0.17712761956642575,-0.1497338241024412,0.10859061006373856,21,0.6802537904386152,Light GBM,0
12,0.005650917689005534,0.0016945313248555285,0.002995649973551432,0.0008171203648407482,0.2,9,50,"{'learning_rate': 0.2, 'max_depth': 9, 'n_estimators': 50}",-0.2668997013241401,-0.005174151416757811,-0.17712579795881656,-0.14973321689990482,0.10859045689004229,1,0.6802537904386152,Light GBM,0
13,0.00831135114034017,0.004016471884695065,0.0029914379119873047,0.0008147828812263627,0.2,9,100,"{'learning_rate': 0.2, 'max_depth': 9, 'n_estimators': 100}",-0.2668997013241401,-0.005174151416757811,-0.17712761906280372,-0.14973382393456722,0.10859061002138953,16,0.6802537904386152,Light GBM,0
14,0.009972969690958658,0.004952897502212425,0.0026601155598958335,0.0004695722496142233,0.2,9,150,"{'learning_rate': 0.2, 'max_depth': 9, 'n_estimators': 150}",-0.2668997013241401,-0.005174151416757811,-0.17712761956642575,-0.1497338241024412,0.10859061006373856,21,0.6802537904386152,Light GBM,0
15,0.00665132204691569,0.001242138073673291,0.0019921461741129556,2.08152148782552e-06,0.4,1,50,"{'learning_rate': 0.4, 'max_depth': 1, 'n_estimators': 50}",-0.2668997013241401,-0.005174151416757811,-0.17712761883533723,-0.14973382385874504,0.10859061000226213,11,0.6802537904386152,Light GBM,0
16,0.008312543233235678,0.003289758282123857,0.002990086873372396,2.063235439578242e-06,0.4,1,100,"{'learning_rate': 0.4, 'max_depth': 1, 'n_estimators': 100}",-0.2668997013241401,-0.005174151416757811,-0.1771276205402732,-0.14973382442705704,0.10859061014562832,41,0.6802537904386152,Light GBM,0
17,0.0106355349222819,0.0058913548475677405,0.0030861695607503257,0.0008227067669824012,0.4,1,150,"{'learning_rate': 0.4, 'max_depth': 1, 'n_estimators': 150}",-0.2668997013241401,-0.005174151416757811,-0.17712761861630222,-0.14973382378573338,0.10859060998384372,6,0.6802537904386152,Light GBM,0
18,0.006314436594645183,0.0016953118540807,0.002991835276285807,0.0008143934368166775,0.4,3,50,"{'learning_rate': 0.4, 'max_depth': 3, 'n_estimators': 50}",-0.2668997013241401,-0.005174151416757811,-0.17712761883533723,-0.14973382385874504,0.10859061000226213,11,0.6802537904386152,Light GBM,0
19,0.006649414698282878,0.0012429019820102752,0.002085526784261068,0.00013059917966949224,0.4,3,100,"{'learning_rate': 0.4, 'max_depth': 3, 'n_estimators': 100}",-0.2668997013241401,-0.005174151416757811,-0.1771276205402732,-0.14973382442705704,0.10859061014562832,41,0.6802537904386152,Light GBM,0
20,0.009217580159505209,0.005581342701416572,0.0029908021291097007,1.0721474936192862e-06,0.4,3,150,"{'learning_rate': 0.4, 'max_depth': 3, 'n_estimators': 150}",-0.2668997013241401,-0.005174151416757811,-0.17712761861630222,-0.14973382378573338,0.10859060998384372,6,0.6802537904386152,Light GBM,0
21,0.0063177744547526045,0.0018789627124978548,0.002990563710530599,9.199648620915593e-07,0.4,5,50,"{'learning_rate': 0.4, 'max_depth': 5, 'n_estimators': 50}",-0.2668997013241401,-0.005174151416757811,-0.17712761883533723,-0.14973382385874504,0.10859061000226213,11,0.6802537904386152,Light GBM,0
22,0.008641719818115234,0.005233939748633669,0.002995093663533529,1.4349198409134378e-06,0.4,5,100,"{'learning_rate': 0.4, 'max_depth': 5, 'n_estimators': 100}",-0.2668997013241401,-0.005174151416757811,-0.1771276205402732,-0.14973382442705704,0.10859061014562832,41,0.6802537904386152,Light GBM,0
23,0.008974075317382812,0.00422968926467069,0.003324747085571289,0.00047272049586940065,0.4,5,150,"{'learning_rate': 0.4, 'max_depth': 5, 'n_estimators': 150}",-0.2668997013241401,-0.005174151416757811,-0.17712761861630222,-0.14973382378573338,0.10859060998384372,6,0.6802537904386152,Light GBM,0
24,0.004651387532552083,0.0009420102073744986,0.0019959608713785806,2.08152148782552e-06,0.4,7,50,"{'learning_rate': 0.4, 'max_depth': 7, 'n_estimators': 50}",-0.2668997013241401,-0.005174151416757811,-0.17712761883533723,-0.14973382385874504,0.10859061000226213,11,0.6802537904386152,Light GBM,0
25,0.006981611251831055,0.0029364181202448446,0.002326409022013346,0.0004732835731115345,0.4,7,100,"{'learning_rate': 0.4, 'max_depth': 7, 'n_estimators': 100}",-0.2668997013241401,-0.005174151416757811,-0.1771276205402732,-0.14973382442705704,0.10859061014562832,41,0.6802537904386152,Light GBM,0
26,0.008642435073852539,0.004486036125543329,0.002991278966267904,8.778064264605254e-07,0.4,7,150,"{'learning_rate': 0.4, 'max_depth': 7, 'n_estimators': 150}",-0.2668997013241401,-0.005174151416757811,-0.17712761861630222,-0.14973382378573338,0.10859060998384372,6,0.6802537904386152,Light GBM,0
27,0.006981213887532552,0.0035490769478104243,0.0029921531677246094,3.8933590933214475e-07,0.4,9,50,"{'learning_rate': 0.4, 'max_depth': 9, 'n_estimators': 50}",-0.2668997013241401,-0.005174151416757811,-0.17712761883533723,-0.14973382385874504,0.10859061000226213,11,0.6802537904386152,Light GBM,0
28,0.00864426294962565,0.002351175995144443,0.0026586055755615234,0.00047002229959503347,0.4,9,100,"{'learning_rate': 0.4, 'max_depth': 9, 'n_estimators': 100}",-0.2668997013241401,-0.005174151416757811,-0.1771276205402732,-0.14973382442705704,0.10859061014562832,41,0.6802537904386152,Light GBM,0
29,0.008975744247436523,0.00430859220846835,0.0029944578806559243,0.0008145983858791126,0.4,9,150,"{'learning_rate': 0.4, 'max_depth': 9, 'n_estimators': 150}",-0.2668997013241401,-0.005174151416757811,-0.17712761861630222,-0.14973382378573338,0.10859060998384372,6,0.6802537904386152,Light GBM,0
30,0.004983663558959961,0.0008140103547373524,0.002327442169189453,0.00047019105802476746,0.6000000000000001,1,50,"{'learning_rate': 0.6000000000000001, 'max_depth': 1, 'n_estimators': 50}",-0.2668997013241401,-0.005174151416757811,-0.17712761966121193,-0.1497338241340366,0.10859061007170903,36,0.6802537904386152,Light GBM,0
31,0.006648858388264974,0.0016957314495968552,0.0026601155598958335,0.00046940359163817255,0.6000000000000001,1,100,"{'learning_rate': 0.6000000000000001, 'max_depth': 1, 'n_estimators': 100}",-0.2668997013241401,-0.005174151416757811,-0.17712761964986834,-0.1497338241302554,0.10859061007075516,31,0.6802537904386152,Light GBM,0
32,0.007314602533976237,0.0018809860029756404,0.002991358439127604,0.0008138097123816642,0.6000000000000001,1,150,"{'learning_rate': 0.6000000000000001, 'max_depth': 1, 'n_estimators': 150}",-0.2668997013241401,-0.005174151416757811,-0.1771276196385252,-0.14973382412647437,0.10859061006980132,26,0.6802537904386152,Light GBM,0
33,0.004985729853312175,0.0021544985821924296,0.0019947687784830728,4.052336624139774e-07,0.6000000000000001,3,50,"{'learning_rate': 0.6000000000000001, 'max_depth': 3, 'n_estimators': 50}",-0.2668997013241401,-0.005174151416757811,-0.17712761966121193,-0.1497338241340366,0.10859061007170903,36,0.6802537904386152,Light GBM,0
34,0.0063161055246988935,0.00329071354589254,0.0029914379119873047,0.0008137123299318207,0.6000000000000001,3,100,"{'learning_rate': 0.6000000000000001, 'max_depth': 3, 'n_estimators': 100}",-0.2668997013241401,-0.005174151416757811,-0.17712761964986834,-0.1497338241302554,0.10859061007075516,31,0.6802537904386152,Light GBM,0
35,0.008642832438151041,0.004485358538768944,0.001994927724202474,0.0008141989550473442,0.6000000000000001,3,150,"{'learning_rate': 0.6000000000000001, 'max_depth': 3, 'n_estimators': 150}",-0.2668997013241401,-0.005174151416757811,-0.1771276196385252,-0.14973382412647437,0.10859061006980132,26,0.6802537904386152,Light GBM,0
36,0.006315151850382487,0.0016940017756087646,0.0016636053721110027,0.00047064207297298736,0.6000000000000001,5,50,"{'learning_rate': 0.6000000000000001, 'max_depth': 5, 'n_estimators': 50}",-0.2668997013241401,-0.005174151416757811,-0.17712761966121193,-0.1497338241340366,0.10859061007170903,36,0.6802537904386152,Light GBM,0
37,0.00797565778096517,0.004231993698628378,0.0029952526092529297,2.867638040013109e-06,0.6000000000000001,5,100,"{'learning_rate': 0.6000000000000001, 'max_depth': 5, 'n_estimators': 100}",-0.2668997013241401,-0.005174151416757811,-0.17712761964986834,-0.1497338241302554,0.10859061007075516,31,0.6802537904386152,Light GBM,0
38,0.007312854131062825,0.004016886392222563,0.0016623338063557942,0.0004702464780789008,0.6000000000000001,5,150,"{'learning_rate': 0.6000000000000001, 'max_depth': 5, 'n_estimators': 150}",-0.2668997013241401,-0.005174151416757811,-0.1771276196385252,-0.14973382412647437,0.10859061006980132,26,0.6802537904386152,Light GBM,0
39,0.00498509407043457,0.0021549406350248736,0.0026610692342122397,0.0009401566883237112,0.6000000000000001,7,50,"{'learning_rate': 0.6000000000000001, 'max_depth': 7, 'n_estimators': 50}",-0.2668997013241401,-0.005174151416757811,-0.17712761966121193,-0.1497338241340366,0.10859061007170903,36,0.6802537904386152,Light GBM,0
40,0.007312218348185222,0.004016366696664085,0.0029952526092529297,0.0008153717650233263,0.6000000000000001,7,100,"{'learning_rate': 0.6000000000000001, 'max_depth': 7, 'n_estimators': 100}",-0.2668997013241401,-0.005174151416757811,-0.17712761964986834,-0.1497338241302554,0.10859061007075516,31,0.6802537904386152,Light GBM,0
41,0.006980419158935547,0.0021548298701869278,0.0026597181955973306,0.0004696282940939862,0.6000000000000001,7,150,"{'learning_rate': 0.6000000000000001, 'max_depth': 7, 'n_estimators': 150}",-0.2668997013241401,-0.005174151416757811,-0.1771276196385252,-0.14973382412647437,0.10859061006980132,26,0.6802537904386152,Light GBM,0
42,0.00565036137898763,0.002486717318679472,0.0026602745056152344,0.00047086629171994135,0.6000000000000001,9,50,"{'learning_rate': 0.6000000000000001, 'max_depth': 9, 'n_estimators': 50}",-0.2668997013241401,-0.005174151416757811,-0.17712761966121193,-0.1497338241340366,0.10859061007170903,36,0.6802537904386152,Light GBM,0
43,0.0066487789154052734,0.0020489702767741104,0.0016623338063557942,0.0004702464377855484,0.6000000000000001,9,100,"{'learning_rate': 0.6000000000000001, 'max_depth': 9, 'n_estimators': 100}",-0.2668997013241401,-0.005174151416757811,-0.17712761964986834,-0.1497338241302554,0.10859061007075516,31,0.6802537904386152,Light GBM,0
44,0.00631562868754069,0.002616404634927504,0.0016631285349527996,0.0004701389228256373,0.6000000000000001,9,150,"{'learning_rate': 0.6000000000000001, 'max_depth': 9, 'n_estimators': 150}",-0.2668997013241401,-0.005174151416757811,-0.1771276196385252,-0.14973382412647437,0.10859061006980132,26,0.6802537904386152,Light GBM,0
0,0.5295743942260742,0.01974579853335127,0.07579628626505534,0.015726457333215985,0.2,1,50,"{'learning_rate': 0.2, 'max_depth': 1, 'n_estimators': 50}",0.8468064943947322,0.442794118973201,0.8557474827063841,0.7151160320247724,0.19259526398477544,14,0.6387355114030218,Catboost,0
1,0.3819723129272461,0.0156000239074326,0.044547080993652344,0.015414238414913087,0.2,1,100,"{'learning_rate': 0.2, 'max_depth': 1, 'n_estimators': 100}",0.8961602413843582,0.4358152538403348,0.9199826420896086,0.7506527124381006,0.22283603193987767,5,0.6387355114030218,Catboost,0
2,0.4677409331003825,0.051131403557257434,0.02626347541809082,0.008317838000174774,0.2,1,150,"{'learning_rate': 0.2, 'max_depth': 1, 'n_estimators': 150}",0.9049977563893312,0.4615876759047879,0.9367324103677082,0.767772614220609,0.21689272986798375,4,0.6387355114030218,Catboost,0
3,0.45078810056050617,0.06148476552260262,0.028588533401489258,0.016169280169538884,0.2,3,50,"{'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 50}",0.9386432399933112,0.4352607756759347,0.8225597273235714,0.7321545809976057,0.21521817489425804,13,0.6387355114030218,Catboost,0
4,0.42319464683532715,0.020444371026956724,0.15125934282938638,0.01864625029888862,0.2,3,100,"{'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 100}",0.9412509401780593,0.4537401614371456,0.8348439701002524,0.7432783572384857,0.20929227719659768,10,0.6387355114030218,Catboost,0
5,2.3798747062683105,2.6945724808437426,0.03258109092712402,0.008315007900991956,0.2,3,150,"{'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 150}",0.9402745698816786,0.46817657656682043,0.8320332253284944,0.7468281239256646,0.20193078154288227,7,0.6387355114030218,Catboost,0
6,0.3493944009145101,0.030560061703951178,0.06515669822692871,0.031000201228701285,0.2,5,50,"{'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 50}",0.9115840500397894,0.6215025092966752,0.807288102861303,0.7801248873992558,0.11997278934728757,3,0.6387355114030218,Catboost,0
7,0.4848645528157552,0.16657255112518363,0.07413395245869954,0.012884180769180187,0.2,5,100,"{'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100}",0.9152321120655617,0.6296934429193008,0.8288001447333395,0.7912418999060673,0.11955765473983235,2,0.6387355114030218,Catboost,0
8,0.510469913482666,0.1372905376110533,0.05618127187093099,0.036438165819881616,0.2,5,150,"{'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 150}",0.9151328936232332,0.6315376021828871,0.8288423931329558,0.7918376296463587,0.11869733701676702,1,0.6387355114030218,Catboost,0
9,0.3939400513966878,0.03681506915888557,0.08543674151102702,0.03893673275713053,0.2,7,50,"{'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 50}",0.8363272179509817,0.6379960339833489,0.7221714738505778,0.7321649085949695,0.08127613912661602,12,0.6387355114030218,Catboost,0
10,0.5641481876373291,0.07667167373400266,0.09408036867777507,0.032021331286849704,0.2,7,100,"{'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 100}",0.8480777141462029,0.6442881750570524,0.7439041728710531,0.7454233540247696,0.08320366576089246,9,0.6387355114030218,Catboost,0
11,0.7277149359385172,0.02354509515352549,0.060008605321248375,0.024107452875012227,0.2,7,150,"{'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 150}",0.848512818616086,0.6457536762025852,0.7454521787992439,0.7465728912059717,0.08277986653483853,8,0.6387355114030218,Catboost,0
12,0.5660011768341064,0.05095383019402909,0.11604642868041992,0.06100064883221038,0.2,9,50,"{'learning_rate': 0.2, 'max_depth': 9, 'n_estimators': 50}",0.7869294307313182,0.43125508890939446,0.7077446115763445,0.6419763770723524,0.15246891455844092,28,0.6387355114030218,Catboost,0
13,0.9339375495910645,0.13275976093033853,0.12551053365071616,0.0547118001545841,0.2,9,100,"{'learning_rate': 0.2, 'max_depth': 9, 'n_estimators': 100}",0.8077567578231315,0.4382475160741358,0.7212650482411384,0.6557564407128019,0.15780325974602183,23,0.6387355114030218,Catboost,0
14,1.343556563059489,0.2694468749459463,0.034414052963256836,0.019756535151709765,0.2,9,150,"{'learning_rate': 0.2, 'max_depth': 9, 'n_estimators': 150}",0.8088192006298174,0.4381177181064383,0.7228056808925105,0.6565808665429221,0.15841757438909332,22,0.6387355114030218,Catboost,0
15,0.2682983875274658,0.0730620346861073,0.07898720105489095,0.049334102305949916,0.4,1,50,"{'learning_rate': 0.4, 'max_depth': 1, 'n_estimators': 50}",0.8655476938410129,0.3111036808881438,0.9321263969315265,0.7029259238868945,0.2783902339136351,18,0.6387355114030218,Catboost,0
16,0.28109200795491535,0.037622289228820105,0.030917565027872723,0.008264240771187781,0.4,1,100,"{'learning_rate': 0.4, 'max_depth': 1, 'n_estimators': 100}",0.8754283449955983,0.37041149263888873,0.9546694048455588,0.733503080826682,0.258774563988409,11,0.6387355114030218,Catboost,0
17,0.32279785474141437,0.02565218041062176,0.06582212448120117,0.03280496473974663,0.4,1,150,"{'learning_rate': 0.4, 'max_depth': 1, 'n_estimators': 150}",0.8816696581758481,0.40920937687722003,0.9591986610113563,0.7500258986881415,0.2430632465355986,6,0.6387355114030218,Catboost,0
18,0.26561776796976727,0.003082815143667307,0.04654113451639811,0.015922481170304165,0.4,3,50,"{'learning_rate': 0.4, 'max_depth': 3, 'n_estimators': 50}",0.8850227928869037,0.2575794499305897,0.8102256828987192,0.6509426419054042,0.27982089809508176,26,0.6387355114030218,Catboost,0
19,0.33609509468078613,0.022404437352024933,0.033576011657714844,0.008782913013896273,0.4,3,100,"{'learning_rate': 0.4, 'max_depth': 3, 'n_estimators': 100}",0.8873994462680945,0.25799981671280525,0.8141073874917817,0.6531688834908939,0.2810241685616105,24,0.6387355114030218,Catboost,0
20,0.38695677121480304,0.0275053768977348,0.04454954465230306,0.00943588225122853,0.4,3,150,"{'learning_rate': 0.4, 'max_depth': 3, 'n_estimators': 150}",0.8874209751766666,0.2557909383008752,0.8146800881148861,0.652630667197476,0.28217504849021097,25,0.6387355114030218,Catboost,0
21,0.319805383682251,0.037751990325298135,0.045878330866495766,0.02171095954310359,0.4,5,50,"{'learning_rate': 0.4, 'max_depth': 5, 'n_estimators': 50}",0.8776011957610018,0.49877612073339594,0.7422228802142814,0.7062000655695598,0.1567382994008671,15,0.6387355114030218,Catboost,0
22,0.43050821622212726,0.025677645796263037,0.04454700152079264,0.00752248193648981,0.4,5,100,"{'learning_rate': 0.4, 'max_depth': 5, 'n_estimators': 100}",0.8781594045261525,0.49439328421795936,0.7416639917886712,0.7047388935109277,0.15883262875579943,17,0.6387355114030218,Catboost,0
23,0.49499988555908203,0.04240851110551325,0.04122225443522135,0.007824414376844729,0.4,5,150,"{'learning_rate': 0.4, 'max_depth': 5, 'n_estimators': 150}",0.8781889928695421,0.4943570120112941,0.7418217608585971,0.7047892552464777,0.1588716509981676,16,0.6387355114030218,Catboost,0
24,0.4132192134857178,0.0686741009443559,0.03457434972127279,0.013087382512122242,0.4,7,50,"{'learning_rate': 0.4, 'max_depth': 7, 'n_estimators': 50}",0.8781621154591572,0.42968113406460173,0.7088282606760661,0.672223836733275,0.18491207019787106,21,0.6387355114030218,Catboost,0
25,0.717403252919515,0.10532415514816035,0.03457307815551758,0.010503209145093331,0.4,7,100,"{'learning_rate': 0.4, 'max_depth': 7, 'n_estimators': 100}",0.8783383333461644,0.4297511120511225,0.70882268980726,0.6723040450681822,0.18494653702712027,20,0.6387355114030218,Catboost,0
26,0.803835948308309,0.05020414426459169,0.031249602635701496,0.006632212226650399,0.4,7,150,"{'learning_rate': 0.4, 'max_depth': 7, 'n_estimators': 150}",0.8783371579792317,0.4297822667501261,0.708826625592623,0.672315350107327,0.1849327400967914,19,0.6387355114030218,Catboost,0
27,0.5574994881947836,0.04904137460783165,0.026262601216634113,0.0024877792650099045,0.4,9,50,"{'learning_rate': 0.4, 'max_depth': 9, 'n_estimators': 50}",0.8455052798731073,0.41495822804083105,0.6149337150787781,0.6251324076642388,0.17591797512516213,38,0.6387355114030218,Catboost,0
28,1.0967150529225667,0.13619674273586083,0.048536221186319985,0.00978305022549717,0.4,9,100,"{'learning_rate': 0.4, 'max_depth': 9, 'n_estimators': 100}",0.8461744263208091,0.4146970025518778,0.615007202667645,0.6252928771801106,0.17630000591926775,37,0.6387355114030218,Catboost,0
29,1.4042216936747234,0.06084478093879036,0.0405579408009847,0.007114849853444397,0.4,9,150,"{'learning_rate': 0.4, 'max_depth': 9, 'n_estimators': 150}",0.8461771042217389,0.4146956465844345,0.6150147368389143,0.6252958292150291,0.1763015177029358,36,0.6387355114030218,Catboost,0
30,0.11203122138977051,0.0028597230011050447,0.0342411200205485,0.006925503145215724,0.6000000000000001,1,50,"{'learning_rate': 0.6000000000000001, 'max_depth': 1, 'n_estimators': 50}",0.8796255933898993,0.013346160392572859,0.9440884025737355,0.6123533854520692,0.4243788442709152,42,0.6387355114030218,Catboost,0
31,0.17020861307779947,0.004017241522325175,0.05352187156677246,0.003289934929220317,0.6000000000000001,1,100,"{'learning_rate': 0.6000000000000001, 'max_depth': 1, 'n_estimators': 100}",0.8818710664542535,0.06232417216130548,0.9533377704836803,0.6325110030330797,0.4042372562583393,35,0.6387355114030218,Catboost,0
32,0.21375934282938638,0.009782731665221228,0.03324246406555176,0.011292483365087154,0.6000000000000001,1,150,"{'learning_rate': 0.6000000000000001, 'max_depth': 1, 'n_estimators': 150}",0.8761027458799129,0.1182616160983242,0.9548288727285927,0.6497310782356099,0.37717749371749854,27,0.6387355114030218,Catboost,0
33,0.2180795669555664,0.03420405785388386,0.05252615610758463,0.013263444482317407,0.6000000000000001,3,50,"{'learning_rate': 0.6000000000000001, 'max_depth': 3, 'n_estimators': 50}",0.8968151036406983,-0.006565106348807248,0.767963273311737,0.552737756867876,0.39896989706540165,43,0.6387355114030218,Catboost,0
34,0.30451393127441406,0.027133496537134788,0.03989243507385254,0.000813906997819654,0.6000000000000001,3,100,"{'learning_rate': 0.6000000000000001, 'max_depth': 3, 'n_estimators': 100}",0.8957062743824705,-0.007202264743893405,0.7679467199150549,0.5521502431845441,0.3989461509475538,44,0.6387355114030218,Catboost,0
35,0.3277832667032878,0.04564067231298289,0.04853590329488119,0.025417703316926818,0.6000000000000001,3,150,"{'learning_rate': 0.6000000000000001, 'max_depth': 3, 'n_estimators': 150}",0.8957449340400596,-0.007383086976728848,0.7674751327587598,0.5519456599406968,0.3989567819754827,45,0.6387355114030218,Catboost,0
36,0.23603224754333496,0.04367224313335451,0.06715281804402669,0.028562941063100603,0.6000000000000001,5,50,"{'learning_rate': 0.6000000000000001, 'max_depth': 5, 'n_estimators': 50}",0.8455656974689949,0.3798837180084621,0.6747769234637597,0.6334087796470723,0.19235110083854234,32,0.6387355114030218,Catboost,0
37,0.4019176959991455,0.030933356290108825,0.04222027460734049,0.005891471340585724,0.6000000000000001,5,100,"{'learning_rate': 0.6000000000000001, 'max_depth': 5, 'n_estimators': 100}",0.8456750551407815,0.37880400504866374,0.6751581857675104,0.6332124153189852,0.19289328672855957,34,0.6387355114030218,Catboost,0
38,0.5811029275258383,0.013851303848779674,0.03025197982788086,0.0044846044580315065,0.6000000000000001,5,150,"{'learning_rate': 0.6000000000000001, 'max_depth': 5, 'n_estimators': 150}",0.8456746974271699,0.3788078042180544,0.6751565806424524,0.6332130274292256,0.192891368799118,33,0.6387355114030218,Catboost,0
39,0.36701242129007977,0.06958900765053641,0.02194102605183919,0.0014098403956233378,0.6000000000000001,7,50,"{'learning_rate': 0.6000000000000001, 'max_depth': 7, 'n_estimators': 50}",0.8559837719625353,0.33871716486362335,0.6697829183882796,0.6214946184048128,0.2139158801045791,39,0.6387355114030218,Catboost,0
40,0.6479230721791586,0.1402884064578887,0.03490591049194336,0.011015916637434118,0.6000000000000001,7,100,"{'learning_rate': 0.6000000000000001, 'max_depth': 7, 'n_estimators': 100}",0.856001694717209,0.33866371710269516,0.669768135210177,0.621477849010027,0.2139448676279913,40,0.6387355114030218,Catboost,0
41,0.7363519668579102,0.03742555580540011,0.01662158966064453,0.0044847812107111865,0.6000000000000001,7,150,"{'learning_rate': 0.6000000000000001, 'max_depth': 7, 'n_estimators': 150}",0.8560016844948231,0.33866350224193664,0.6697683506270966,0.6214778457879521,0.21394497477528307,41,0.6387355114030218,Catboost,0
42,0.5365548928578695,0.07081776941803505,0.0265958309173584,0.00995141454972549,0.6000000000000001,9,50,"{'learning_rate': 0.6000000000000001, 'max_depth': 9, 'n_estimators': 50}",0.8871154690086416,0.30478509421933786,0.7327905261343535,0.6415636964541109,0.24633164256166754,29,0.6387355114030218,Catboost,0
43,0.7250491778055826,0.04697653471589514,0.007645448048909505,0.0009404928755710968,0.6000000000000001,9,100,"{'learning_rate': 0.6000000000000001, 'max_depth': 9, 'n_estimators': 100}",0.8871332247328257,0.3047276209479953,0.7327918251239636,0.6415508902682615,0.24636389477762372,30,0.6387355114030218,Catboost,0
44,0.5707972844441732,0.07557809463685324,0.00432133674621582,0.00047002165459349024,0.6000000000000001,9,150,"{'learning_rate': 0.6000000000000001, 'max_depth': 9, 'n_estimators': 150}",0.8871332286046337,0.30472758055465765,0.7327917748412625,0.6415508613335179,0.24636390826502155,31,0.6387355114030218,Catboost,0
